	mixname	sr	samples
524	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-stretch-none-40.mp3	44100	4497408
525	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-stretch-none-41.mp3	44100	4507648
526	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-stretch-none-42.mp3	44100	4546560
527	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-stretch-none-43.mp3	44100	4712448
528	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-00.mp3	44100	4511744
529	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-01.mp3	44100	4521984
530	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-02.mp3	44100	4561920
531	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-03.mp3	44100	4626432
532	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-04.mp3	44100	4563968
533	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-05.mp3	44100	4517888
534	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-06.mp3	44100	4608000
535	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-07.mp3	44100	4631552
536	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-08.mp3	44100	5005312
537	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-09.mp3	44100	4639744
538	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-10.mp3	44100	4703232
539	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-11.mp3	44100	4554752
540	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-12.mp3	44100	4596736
541	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-13.mp3	44100	4527104
542	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-14.mp3	44100	4601856
543	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-15.mp3	44100	4523008
544	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-16.mp3	44100	4526080
545	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-17.mp3	44100	4499456
546	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-18.mp3	44100	4545536
547	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-19.mp3	44100	4558848
548	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-20.mp3	44100	4581376
549	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-21.mp3	44100	4611072
550	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-22.mp3	44100	4563968
551	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-23.mp3	44100	4568064
552	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-24.mp3	44100	4613120
553	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-25.mp3	44100	4655104
554	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-26.mp3	44100	4663296
555	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-27.mp3	44100	4988928
556	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-28.mp3	44100	4703232
557	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-29.mp3	44100	4676608
558	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-30.mp3	44100	4617216
559	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-31.mp3	44100	4652032
560	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-32.mp3	44100	4707328
561	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-33.mp3	44100	4651008
562	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-34.mp3	44100	4620288
563	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-35.mp3	44100	4518912
564	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-bass-36.mp3	44100	4462592
565	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-00.mp3	44100	4511744
566	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-01.mp3	44100	4521984
567	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-02.mp3	44100	4561920
568	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-03.mp3	44100	4626432
569	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-04.mp3	44100	4563968
570	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-05.mp3	44100	4517888
571	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-06.mp3	44100	4608000
572	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-07.mp3	44100	4631552
573	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-08.mp3	44100	5005312
574	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-09.mp3	44100	4639744
575	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-10.mp3	44100	4703232
576	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-11.mp3	44100	4554752
577	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-12.mp3	44100	4596736
578	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-13.mp3	44100	4527104
579	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-14.mp3	44100	4601856
580	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-15.mp3	44100	4523008
581	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-16.mp3	44100	4526080
582	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-17.mp3	44100	4499456
583	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-18.mp3	44100	4545536
584	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-19.mp3	44100	4558848
585	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-20.mp3	44100	4581376
586	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-21.mp3	44100	4611072
587	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-22.mp3	44100	4563968
588	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-23.mp3	44100	4568064
589	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-24.mp3	44100	4613120
590	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-25.mp3	44100	4655104
591	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-26.mp3	44100	4663296
592	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-27.mp3	44100	4988928
593	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-28.mp3	44100	4703232
594	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-29.mp3	44100	4676608
595	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-30.mp3	44100	4617216
596	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-31.mp3	44100	4652032
597	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-32.mp3	44100	4707328
598	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-33.mp3	44100	4651008
599	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-34.mp3	44100	4620288
600	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-35.mp3	44100	4518912
601	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-compressor-36.mp3	44100	4462592
602	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-00.mp3	44100	4511744
603	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-01.mp3	44100	4521984
604	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-02.mp3	44100	4561920
605	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-03.mp3	44100	4626432
606	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-04.mp3	44100	4563968
607	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-05.mp3	44100	4517888
608	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-06.mp3	44100	4608000
609	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-07.mp3	44100	4631552
610	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-08.mp3	44100	5005312
611	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-09.mp3	44100	4639744
612	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-10.mp3	44100	4703232
613	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-11.mp3	44100	4554752
614	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-12.mp3	44100	4596736
615	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-13.mp3	44100	4527104
616	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-14.mp3	44100	4601856
617	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-15.mp3	44100	4523008
618	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-16.mp3	44100	4526080
619	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-17.mp3	44100	4499456
620	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-18.mp3	44100	4545536
621	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-19.mp3	44100	4558848
622	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-20.mp3	44100	4581376
623	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-21.mp3	44100	4611072
624	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-22.mp3	44100	4563968
625	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-23.mp3	44100	4568064
626	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-24.mp3	44100	4613120
627	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-25.mp3	44100	4655104
628	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-26.mp3	44100	4663296
629	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-27.mp3	44100	4988928
630	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-28.mp3	44100	4703232
631	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-29.mp3	44100	4676608
632	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-30.mp3	44100	4617216
633	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-31.mp3	44100	4652032
634	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-32.mp3	44100	4707328
635	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-33.mp3	44100	4651008
636	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-34.mp3	44100	4620288
637	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-35.mp3	44100	4518912
638	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-distortion-36.mp3	44100	4462592
639	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-00.mp3	44100	4511744
640	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-01.mp3	44100	4521984
641	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-02.mp3	44100	4561920
642	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-03.mp3	44100	4626432
643	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-04.mp3	44100	4563968
644	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-05.mp3	44100	4517888
645	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-06.mp3	44100	4608000
646	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-07.mp3	44100	4631552
647	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-08.mp3	44100	5005312
648	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-09.mp3	44100	4639744
649	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-10.mp3	44100	4703232
650	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-11.mp3	44100	4554752
651	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-12.mp3	44100	4596736
652	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-13.mp3	44100	4527104
653	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-14.mp3	44100	4601856
654	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-15.mp3	44100	4523008
655	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-16.mp3	44100	4526080
656	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-17.mp3	44100	4499456
657	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-18.mp3	44100	4545536
658	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-19.mp3	44100	4558848
659	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-20.mp3	44100	4581376
660	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-21.mp3	44100	4611072
661	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-22.mp3	44100	4563968
662	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-23.mp3	44100	4568064
663	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-24.mp3	44100	4613120
664	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-25.mp3	44100	4655104
665	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-26.mp3	44100	4663296
666	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-27.mp3	44100	4988928
667	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-28.mp3	44100	4703232
668	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-29.mp3	44100	4676608
669	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-30.mp3	44100	4617216
670	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-31.mp3	44100	4652032
671	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-32.mp3	44100	4707328
672	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-33.mp3	44100	4651008
673	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-34.mp3	44100	4620288
674	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-35.mp3	44100	4518912
675	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-none-none-36.mp3	44100	4462592
676	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-00.mp3	44100	4622336
677	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-01.mp3	44100	4447232
678	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-02.mp3	44100	4572160
679	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-03.mp3	44100	4466688
680	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-04.mp3	44100	4180992
681	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-05.mp3	44100	5094400
682	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-06.mp3	44100	4746240
683	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-07.mp3	44100	4558848
684	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-08.mp3	44100	3908608
685	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-09.mp3	44100	3936256
686	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-10.mp3	44100	7800832
687	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-11.mp3	44100	4626432
688	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-12.mp3	44100	4324352
689	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-13.mp3	44100	4613120
690	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-14.mp3	44100	4825088
691	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-15.mp3	44100	4402176
692	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-16.mp3	44100	4499456
693	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-17.mp3	44100	4627456
694	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-18.mp3	44100	4361216
695	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-19.mp3	44100	4510720
696	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-20.mp3	44100	4534272
697	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-21.mp3	44100	4538368
698	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-22.mp3	44100	4672512
699	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-23.mp3	44100	4757504
700	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-24.mp3	44100	4670464
701	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-25.mp3	44100	4775936
702	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-26.mp3	44100	4667392
703	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-27.mp3	44100	3951616
704	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-28.mp3	44100	3683328
705	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-29.mp3	44100	7345152
706	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-30.mp3	44100	4473856
707	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-31.mp3	44100	4439040
708	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-32.mp3	44100	5031936
709	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-33.mp3	44100	4711424
710	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-34.mp3	44100	4854784
711	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-35.mp3	44100	4541440
712	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-bass-36.mp3	44100	4478976
713	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-00.mp3	44100	2816000
714	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-01.mp3	44100	4447232
715	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-02.mp3	44100	4572160
716	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-03.mp3	44100	3238912
717	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-04.mp3	44100	2590720
718	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-05.mp3	44100	2999296
719	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-06.mp3	44100	4746240
720	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-07.mp3	44100	4558848
721	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-08.mp3	44100	3112960
722	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-09.mp3	44100	2216960
723	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-10.mp3	44100	4802560
724	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-11.mp3	44100	4626432
725	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-12.mp3	44100	4324352
726	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-13.mp3	44100	4613120
727	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-14.mp3	44100	2942976
728	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-15.mp3	44100	3147776
729	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-16.mp3	44100	3048448
730	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-17.mp3	44100	2881536
731	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-18.mp3	44100	2750464
732	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-19.mp3	44100	3128320
733	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-20.mp3	44100	4534272
734	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-21.mp3	44100	3144704
735	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-22.mp3	44100	2863104
736	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-23.mp3	44100	3232768
737	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-24.mp3	44100	3137536
738	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-25.mp3	44100	4775936
739	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-26.mp3	44100	4667392
740	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-27.mp3	44100	2909184
741	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-28.mp3	44100	2452480
742	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-29.mp3	44100	7345152
743	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-30.mp3	44100	2867200
744	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-31.mp3	44100	2697216
745	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-32.mp3	44100	5031936
746	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-33.mp3	44100	2912256
747	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-34.mp3	44100	4854784
748	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-35.mp3	44100	4541440
749	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-compressor-36.mp3	44100	4478976
750	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-00.mp3	44100	4622336
751	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-01.mp3	44100	4447232
752	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-02.mp3	44100	4572160
753	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-03.mp3	44100	4466688
754	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-04.mp3	44100	4180992
755	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-05.mp3	44100	5094400
756	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-06.mp3	44100	4746240
757	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-07.mp3	44100	4558848
758	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-08.mp3	44100	3908608
759	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-09.mp3	44100	3936256
760	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-10.mp3	44100	7800832
761	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-11.mp3	44100	4626432
762	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-12.mp3	44100	4324352
763	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-13.mp3	44100	4613120
764	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-14.mp3	44100	4825088
765	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-15.mp3	44100	4402176
766	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-16.mp3	44100	4499456
767	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-17.mp3	44100	4627456
768	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-18.mp3	44100	4361216
769	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-19.mp3	44100	4510720
770	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-20.mp3	44100	4534272
771	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-21.mp3	44100	4538368
772	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-22.mp3	44100	4672512
773	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-23.mp3	44100	4757504
774	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-24.mp3	44100	4670464
775	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-25.mp3	44100	4775936
776	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-26.mp3	44100	4667392
777	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-27.mp3	44100	3951616
778	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-28.mp3	44100	3683328
779	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-29.mp3	44100	7345152
780	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-30.mp3	44100	4473856
781	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-31.mp3	44100	4439040
782	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-32.mp3	44100	5031936
783	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-33.mp3	44100	4711424
784	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-34.mp3	44100	4854784
785	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-35.mp3	44100	4541440
786	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-distortion-36.mp3	44100	4478976
787	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-00.mp3	44100	4622336
788	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-01.mp3	44100	4447232
789	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-02.mp3	44100	4572160
790	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-03.mp3	44100	4466688
791	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-04.mp3	44100	4180992
792	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-05.mp3	44100	5094400
793	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-06.mp3	44100	4746240
794	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-07.mp3	44100	4558848
795	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-08.mp3	44100	3908608
796	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-09.mp3	44100	3936256
797	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-10.mp3	44100	7800832
798	../unmixdb/mixotic-set123-excerpts/mixes/set123mix3-resample-none-11.mp3	44100	4626432
