	trackname	sr	samples
234	mixotic-set281-excerpts/refsongs/07 - Mr.Dee - Evil Angel (Kirill Kinky Remix).excerpt40.mp3	44100	2071552
235	mixotic-set281-excerpts/refsongs/08 - Mr.Dee - Evil Angel (Fcode Remix).excerpt40.mp3	44100	1993728
236	mixotic-set281-excerpts/refsongs/1.ALW042_PeterClamat_DaheimundUnterwegs_ChristmasTimer.excerpt40.mp3	44100	1948672
237	mixotic-set281-excerpts/refsongs/1.Rabitza-Gruums.excerpt40.mp3	44100	2648064
238	mixotic-set281-excerpts/refsongs/10.ALW042_PeterClamat_DaheimundUnterwegs_MexicoHase.excerpt40.mp3	44100	2193408
239	mixotic-set281-excerpts/refsongs/2.ALW042_PeterClamat_DaheimundUnterwegs_RoboticLove.excerpt40.mp3	44100	2033664
240	mixotic-set281-excerpts/refsongs/2.Rabitza-Medusa.excerpt40.mp3	44100	2437120
241	mixotic-set281-excerpts/refsongs/3.ALW042_PeterClamat_DaheimundUnterwegs_ShufflingAlong.excerpt40.mp3	44100	2032640
242	mixotic-set281-excerpts/refsongs/3.Rabitza-Bacterious.excerpt40.mp3	44100	1983488
243	mixotic-set281-excerpts/refsongs/4.ALW042_PeterClamat_DaheimundUnterwegs_AnalogueAnthem.excerpt40.mp3	44100	2043904
244	mixotic-set281-excerpts/refsongs/4.Rabitza-ShittingMachines.excerpt40.mp3	44100	1863680
245	mixotic-set281-excerpts/refsongs/5.ALW042_PeterClamat_DaheimundUnterwegs_Calling1996.excerpt40.mp3	44100	2010112
246	mixotic-set281-excerpts/refsongs/6.ALW042_PeterClamat_DaheimundUnterwegs_Brama.excerpt40.mp3	44100	1909760
247	mixotic-set281-excerpts/refsongs/7.ALW042_PeterClamat_DaheimundUnterwegs_Dammn_FacebookAPI_Connect_Doesnt_Work.excerpt40.mp3	44100	1955840
248	mixotic-set281-excerpts/refsongs/8.ALW042_PeterClamat_DaheimundUnterwegs_Captain_Khorgh.excerpt40.mp3	44100	2013184
249	mixotic-set281-excerpts/refsongs/9.ALW042_PeterClamat_DaheimundUnterwegs_Atom_Universe.excerpt40.mp3	44100	2040832
250	mixotic-set281-excerpts/refsongs/[DigitalDiamonds030L]_01_Jitter_-_Funkee_Shit.excerpt40.mp3	44100	2018304
251	mixotic-set281-excerpts/refsongs/[DigitalDiamonds030L]_02_Mammal_Footwork_-_Feathers.excerpt40.mp3	44100	2015232
252	mixotic-set281-excerpts/refsongs/[DigitalDiamonds030L]_03_Crennwiick_-_Old_Vicious.excerpt40.mp3	44100	1922048
253	mixotic-set281-excerpts/refsongs/[DigitalDiamonds030L]_04_Aerodromme_-_Cosmic_Trigger.excerpt40.mp3	44100	2020352
254	mixotic-set281-excerpts/refsongs/[DigitalDiamonds030L]_05_Excizen_-_Someone_One.excerpt40.mp3	44100	1954816
255	mixotic-set281-excerpts/refsongs/[DigitalDiamonds030L]_06_Frechbax_-_Quietscheente.excerpt40.mp3	44100	1926144
256	mixotic-set281-excerpts/refsongs/[DigitalDiamonds030L]_07_Himmelkompass_-_Golfstrom_(Trylon_Remix).excerpt40.mp3	44100	2041856
257	mixotic-set281-excerpts/refsongs/[DigitalDiamonds030L]_08_Possessed_By_Food_-_Meta.excerpt40.mp3	44100	2043904
258	mixotic-set281-excerpts/refsongs/[DigitalDiamonds030L]_09_Quite-K_-_Vasya_Exhale_(Alic_Remix).excerpt40.mp3	44100	1955840
259	mixotic-set281-excerpts/refsongs/[DigitalDiamonds030L]_10_Jay_Lucheck_-_Look_To_The_Future.excerpt40.mp3	44100	2018304
260	mixotic-set281-excerpts/refsongs/[DigitalDiamonds033]_A1_Trilingo_And_Cosimo_-_Higher.excerpt40.mp3	44100	2030592
261	mixotic-set281-excerpts/refsongs/[DigitalDiamonds033]_A2_Trilingo_-_Mateo.excerpt40.mp3	44100	2049024
262	mixotic-set281-excerpts/refsongs/[DigitalDiamonds033]_B1_Trilingo_-_Splease.excerpt40.mp3	44100	2050048
263	mixotic-set281-excerpts/refsongs/[DigitalDiamonds033]_B2_Trilingo_And_Cosimo_-_Like_This.excerpt40.mp3	44100	2049024
264	mixotic-set281-excerpts/refsongs/[DigitalDiamonds037]_A1_Daana_-_Little_Animals_(Live_Edit).excerpt40.mp3	44100	2055168
265	mixotic-set281-excerpts/refsongs/[DigitalDiamonds037]_A2_Daana_-_Absentia.excerpt40.mp3	44100	2088960
266	mixotic-set281-excerpts/refsongs/[DigitalDiamonds037]_B1_Daana_-_Hindu_Kush.excerpt40.mp3	44100	2025472
267	mixotic-set281-excerpts/refsongs/[DigitalDiamonds037]_B2_Daana_-_Little_Animals_(Digital_Committee_Remix).excerpt40.mp3	44100	2080768
268	mixotic-set281-excerpts/refsongs/[DigitalDiamonds040L]_01_Point_-_Tripolation.excerpt40.mp3	44100	2147328
269	mixotic-set281-excerpts/refsongs/[DigitalDiamonds040L]_02_Frech_And_Koch_-_Deep_Sky.excerpt40.mp3	44100	2083840
270	mixotic-set281-excerpts/refsongs/[DigitalDiamonds040L]_03_Trilingo_-_Kalix.excerpt40.mp3	44100	2022400
271	mixotic-set281-excerpts/refsongs/[DigitalDiamonds040L]_04_Flembaz_-_Lubrsune.excerpt40.mp3	44100	1933312
272	mixotic-set281-excerpts/refsongs/[DigitalDiamonds040L]_05_Alic_-_The_Host.excerpt40.mp3	44100	1977344
273	mixotic-set281-excerpts/refsongs/[DigitalDiamonds040L]_06_Troy_Polygon_-_Der_Rote_Stier.excerpt40.mp3	44100	1991680
274	mixotic-set281-excerpts/refsongs/[DigitalDiamonds040L]_07_Myda_-_Offtopic.excerpt40.mp3	44100	2023424
275	mixotic-set281-excerpts/refsongs/[DigitalDiamonds040L]_08_Daana_-_Nice_To_Meet_You.excerpt40.mp3	44100	2033664
276	mixotic-set281-excerpts/refsongs/[DigitalDiamonds040L]_09_Alic_-_What_Is_(Ben_Rama_Remix).excerpt40.mp3	44100	2062336
277	mixotic-set281-excerpts/refsongs/[DigitalDiamonds040L]_10_Simmetune_-_Endless_Moments.excerpt40.mp3	44100	2040832
278	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_01_sonntags_bei_anna.excerpt40.mp3	44100	1996800
279	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_02_planet_red.excerpt40.mp3	44100	2056192
280	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_03_liquid_beach.excerpt40.mp3	44100	2048000
281	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_04_limbo_chicks.excerpt40.mp3	44100	1902592
282	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_05_caribic_night.excerpt40.mp3	44100	1950720
283	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_06_epilogue.excerpt40.mp3	44100	2079744
284	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_07_echoes.excerpt40.mp3	44100	1904640
285	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_08_hypnotized.excerpt40.mp3	44100	2009088
286	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_09_stereogarden.excerpt40.mp3	44100	2066432
287	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_10_like_this.excerpt40.mp3	44100	2051072
288	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_11_the_journey.excerpt40.mp3	44100	1997824
289	mixotic-set281-excerpts/refsongs/brq101_nico_grubert_-_echoes_-_12_bacardi.excerpt40.mp3	44100	2034688
290	mixotic-set281-excerpts/refsongs/CODA013_Drugstore_01_Balearic.excerpt40.mp3	44100	3006464
291	mixotic-set281-excerpts/refsongs/CODA013_Drugstore_02_Acid.excerpt40.mp3	44100	2186240
292	mixotic-set281-excerpts/refsongs/Coda013_drugstore_03_sevenYears.excerpt40.mp3	44100	2009088
293	mixotic-set281-excerpts/refsongs/CODA013_Drugstore_04_Lacandonia.excerpt40.mp3	44100	1960960
294	mixotic-set281-excerpts/refsongs/CODA013_Drugstore_05_Metatron.excerpt40.mp3	44100	2002944
295	mixotic-set281-excerpts/refsongs/Zimmer110.1_Andreas_Florin_-_Green_Leaves.excerpt40.mp3	44100	2082816
296	mixotic-set281-excerpts/refsongs/Zimmer110.2_Andreas_Florin_-_Live_is_live.excerpt40.mp3	44100	1935360
297	mixotic-set281-excerpts/refsongs/Zimmer110.3_Andreas_Florin_-_Anxious_-_Steve_Pain_Remix.excerpt40.mp3	44100	1927168
298	mixotic-set281-excerpts/refsongs/Zimmer110.4_Andreas_Florin_-_Room_2012.excerpt40.mp3	44100	2010112
299	mixotic-set281-excerpts/refsongs/Zimmer110.5_Andreas_Florin_-_Anxious.excerpt40.mp3	44100	2089984
300	mixotic-set281-excerpts/refsongs/Zimmer110.6_Andreas_Florin_-_we_are_the_future.excerpt40.mp3	44100	2136064
301	mixotic-set281-excerpts/refsongs/Zimmer110.7_Andreas_Florin_-_Salon_Jessy.excerpt40.mp3	44100	2096128
